SDSS_NAME,Z,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2
105243.82+094048.7,2.599,-24.041349257429026,-24.421312671198454,-24.923752459060847,-25.17601214640443,-25.64855703751693,-19.30218204097686,-19.776580077931218,-26.51315706362628,-26.87921869576672,-27.61353834208216,-27.167097955520877,-27.596591681667086
105250.06+335504.9,1.406016,-25.21273119095998,-25.41838396635142,-25.873760499308585,-26.031579735334194,-26.304098567271257,-22.81401681943602,-25.02934977876822,-26.3139956592526,-27.011692353195134,-26.772674654810388,-27.36774754129772,-28.120833719839357
105256.96+372831.3,0.997,-24.583314894684378,-24.691269060629576,-24.988646134464513,-25.135932592350393,-25.37742281235064,-23.40595729695016,-24.490103762557656,-25.270738572764117,-25.346791482503143,-25.73553176560579,-26.361424281991496,-27.259155162894796
105348.57+515713.6,0.326705,-21.1524095879744,-21.602404697427456,-22.216919398447196,-22.517290683494014,-22.560300247981885,-20.088505488012736,-20.613667427975905,-22.936157493280216,-23.18651990141603,-23.493835630041943,-23.902038144474126,-24.377482805695518
105355.62+513916.6,2.377,-23.057078345122864,-23.704598861356097,-24.51453345882992,-24.844648614571465,-25.21667311827302,-23.586116332462275,-23.958585997139572,-26.052566583175707,-26.358027999430337,-26.64077200045916,-26.71591720230206,-27.343667646309637
105408.87+042650.4,1.085039,-24.731377653830776,-24.90402377524782,-25.275158567728568,-25.44146589393212,-25.720709121663354,-23.29107052633753,-24.530156347443473,-26.02613138707584,-26.00551046193969,-26.371155746830635,-26.824786110620536,-27.780855192712743
105416.19+351124.1,0.204786,-22.397955178579515,-22.546659554752672,-22.760688468962517,-22.8642913006536,-22.81918648369377,-22.30937636820682,-22.179766703287882,-23.172549662288386,-23.49614727511334,-24.070566374862334,-25.201975574932895,-25.66620532960817
105418.85+125512.4,1.828209,-24.347594969113597,-25.270171498774157,-26.004313047009315,-26.18372991364892,-26.281398622508192,-20.70160954348525,-21.907660277612937,-26.636054337391084,-26.994571901151094,-26.793957718922105,-26.642011251539117,-27.15078957265716
105421.90+212131.2,1.2573,-24.26073156301096,-24.511205540427433,-24.911414677021416,-25.08130607708634,-25.292458654843525,-22.725038810137306,-24.070537643971146,-25.342992272869516,-26.040285461914404,-26.236179852053578,-26.504673199320912,-27.43625403862577
105422.21+222925.8,1.81,-24.956061130888486,-25.290663407852236,-25.577771187442117,-25.63057456129556,-25.850215827609002,-15.777043914161812,-24.037465756587096,-26.16017181134161,-26.53316615448687,-26.64291458456027,-26.881925926428142,-27.974150586740336
105425.87+123502.5,0.709,-23.86297407873377,-24.09339818535711,-24.39193695881668,-24.483962569389185,-24.56195017918713,-22.80432703036803,-23.204371029585506,-24.621991440013986,-24.94682161880417,-25.456650972121142,-26.24743121376307,-27.093977862651656
105426.36+263632.3,2.264,-25.06659022251097,-25.001788914361086,-25.520198795415222,-25.626743271538423,-25.818621579354264,-18.825734326208952,-18.411813324217917,-26.144678415462984,-26.418833817072,-26.01144559364476,-26.237309219851777,-26.757126068509443
105427.17+253600.8,2.413,-24.489331354192334,-24.676294199082857,-25.625234841176855,-25.878249287195263,-26.196734557005893,-21.316675324276208,-15.73153601559875,-26.261600999371424,-26.697928513921035,-26.976859226926006,-27.03633639926788,-27.765397529892816
105439.37+362837.7,1.093,-24.368743848677568,-24.442587395284644,-24.802131155467833,-24.880125661000985,-25.075231333538497,-21.01165655923236,-23.77315341139683,-25.368033041024773,-25.780302257284255,-26.0283759331338,-26.19202949062666,-27.149011097263077
105440.83+273306.4,1.454,-25.609517416901493,-25.8723864689031,-25.992355793426785,-26.08730716126777,-26.302447046425883,-23.57381453399533,-25.66186463788348,-26.415953254297353,-26.343889589874244,-26.65606524567414,-27.140646403161966,-27.77076978647502
105440.98-002048.4,1.02,-24.06122967663429,-24.439859145262464,-24.896926579576423,-24.995653498298037,-25.27593931402829,-16.223199508058425,-22.93162978407728,-25.323033638077067,-25.29652456266404,-26.145038011380944,-26.901605782204843,-27.70640785503854
105444.70+483139.1,0.286343,-24.35310687294423,-24.42193226914059,-24.611680231052233,-24.69886213789602,-24.961538472326268,-24.492019230201738,-24.21633759001589,-24.92246597203948,-25.103202698674416,-25.49209993568403,-26.38237940648748,-26.977236788528096
105447.21+323305.3,1.37422,-23.970319456168767,-24.577363622182048,-25.263642476827524,-25.587437718300496,-25.8886201149127,-22.8652244725457,-23.53441468146568,-26.409918149790588,-26.756145982908965,-26.705954904217297,-27.344330040302708,-28.405653066523506
105449.53+252650.7,0.816052,-22.801088235484997,-23.272798999381212,-23.65543638880671,-23.903919800197624,-24.21645311924835,-19.58198749620243,-22.087389888734755,-24.586677381928848,-24.665210152649692,-25.029225605289437,-25.293754146178212,-26.045820428958777
105458.86-023947.2,0.158,-20.964298367921874,-21.75667645680002,-22.384832063839642,-22.61741781358049,-22.62377476032633,-17.525717710763598,-19.37672157401312,-22.907448426186868,-23.67521910571181,-24.313800085165582,-25.26999677160147,-25.70675386561266
105508.40+372853.6,0.367164,-22.48181788321949,-22.78408538470426,-23.258260445300742,-23.34672478349714,-23.543553572106504,-21.709741486695755,-22.077491189098865,-23.491747778757222,-23.92968055863418,-24.4399341897648,-24.97765172019555,-25.661073431815343
105517.27+020544.9,0.876928,-24.81724791791311,-24.898420359908574,-25.199204834104393,-25.28665248664026,-25.43569971308583,-22.14014130742188,-23.76352906939786,-25.630469752938584,-25.84673907633872,-26.17297655426651,-26.782601193027038,-27.617347776006515
105531.43+270225.8,2.13036,-24.294868360284354,-24.685365040160498,-25.467634279701418,-25.946458806872965,-26.156029423428336,-16.550051437205035,-19.195050021583047,-26.31786326281228,-27.025137736272853,-27.3299821573064,-27.390966332790686,-27.82495770506381
105540.81+421241.2,0.636151,-23.5825892222033,-23.753641522429607,-24.02281547500555,-24.103123527435585,-24.164199137414656,-23.771871552305623,-23.346470769204377,-24.390833314837835,-24.37267115941751,-25.177745140875903,-25.286059629236632,-26.159694974852034
105541.15+330410.6,0.900379,-24.060787143990467,-24.27241300425778,-24.678263515478687,-24.826090148121356,-24.97894647171827,-22.311540200317722,-23.65783158148177,-25.014455427327977,-25.266920833694297,-25.35073403515821,-26.037552466977726,-26.788021179322826
105543.88+294917.7,1.441251,-24.33116508152613,-24.633601248996534,-24.853765352232696,-24.965380016905502,-25.19408318482155,-22.311573362424777,-24.40911507140643,-25.598716339237193,-25.43397223217707,-25.713739355249082,-25.71979686912128,-26.30836597522896
105544.09+210642.6,0.7724,-23.528141217429884,-23.70884534893856,-24.164811530283973,-24.2861478689872,-24.45236021668238,-23.010761390747923,-23.511445028310725,-24.76963019975056,-23.753111615286567,-25.39821270564445,-25.575234388611314,-26.381013474701493
105546.30+275721.6,1.441201,-23.80612832590847,-23.944133029429,-24.263781724032555,-24.431469569043802,-24.77787054068141,-22.269135030602293,-23.476610032486303,-25.575630417510926,-25.56052930093571,-25.38801975064265,-25.759581124360146,-26.625021546636596
105555.75+473801.6,1.95,-24.261878171963275,-25.163467373104357,-25.824687096147876,-26.05321138474011,-26.256589039090763,-18.91996934414254,-20.732281354647483,-26.75673609138913,-27.170131782604575,-27.360147718900954,-27.683701123082393,-28.557185308905286
105600.08+142411.3,0.622709,-24.152278232903697,-24.199989313902055,-24.445369152317934,-24.54677888276485,-24.720596135427698,-24.104920030227547,-23.859634850870993,-24.265318219019537,-24.607016391909596,-25.29723857888733,-25.965359650847773,-26.884019604160716
105605.52+095033.2,0.4988,-23.08037445638308,-23.311124147174567,-23.55084273393765,-23.622903046438683,-23.778836107380766,-22.63037017568719,-22.738790890153457,-23.86788607948715,-24.18564791130188,-24.72874516730484,-25.438119061387724,-26.21959998394524
105611.27+170827.5,1.335,-23.955641520735757,-24.624576613315735,-25.08575537488551,-25.198358847719696,-25.440010268515078,-20.155694312848087,-22.88913048794292,-25.723103087431497,-26.255867653338466,-26.281046738531153,-26.592913612155492,-27.602795268960048
105625.27+163621.0,0.505828,-23.09112423951157,-23.329568786098108,-23.742476474000977,-23.84505031318914,-24.02046858445143,-22.259287146874808,-22.492509767562048,-23.77303663137291,-23.594751327366616,-24.204412558682602,-25.132616309760333,-26.046622720803043
105628.25+501952.0,0.820223,-23.61712802572079,-23.996676948147183,-24.443624204848266,-24.604703122818204,-24.802911307141624,-21.810873563459616,-23.283680816645713,-24.427159476648203,-25.006699211475336,-25.480223089836294,-26.453457562425687,-27.356100677308866
105638.08+494943.3,1.143,-25.411042788318856,-25.5319454564791,-25.84686622375065,-26.006049479508647,-26.18535407512172,-21.29242392156661,-24.49520780963686,-26.345834129485066,-26.366216454428272,-26.531913695300464,-27.44191896184797,-28.496606346542663
105647.36+193655.2,1.471,-24.800662023216645,-24.956656353718174,-25.31620084452075,-25.479286820311028,-25.74876819516655,-21.087178170141637,-24.546839038261222,-25.855452736632298,-26.31936612789077,-26.209538363076515,-26.640754720651152,-27.52923309083766
105649.35+124138.5,0.509348,-23.352982956318705,-23.519014584619686,-23.665875799040524,-23.741428926229542,-23.915810932142065,-23.066773959221948,-22.99484514300691,-24.358467333088306,-24.96631592866063,-25.25009934681167,-25.4827229317025,-26.354558411214377
105649.64+493414.2,1.796858,-24.945194789205726,-25.247121899587185,-25.58280810945664,-25.687726580354262,-25.911250383528813,-21.67972610089079,-22.986886795903878,-26.325850589947333,-26.36848941578011,-26.524196339875605,-26.895482063642113,-27.809294289176822
105655.36+405747.5,1.784268,-24.7167694412384,-24.849090757286113,-25.19882976242571,-25.353504779269485,-25.543891381391376,-18.72777556157178,-23.404394416282667,-25.883014064849892,-26.3228697747138,-26.329013034952055,-26.188655976849617,-26.70764670613064
105705.15+311907.8,1.329988,-24.061045678921456,-24.24961739811353,-24.79086899860571,-24.994679236103117,-25.318177563454242,-22.497950292060967,-23.561667235378952,-25.851910145925643,-26.049686779760375,-25.81481147206294,-26.499678279674644,-27.201069704127434
105720.09+295410.7,0.396759,-22.57694821151068,-22.748340655278312,-23.11070149456352,-23.156673699231284,-23.392976278857866,-22.49786840017454,-22.673484436105795,-23.7253219854111,-24.332441559224435,-24.676785058504993,-25.06135222928486,-25.846427051867234
105722.77+430234.6,1.559,-25.14843534865715,-25.251516685052252,-25.503539869160193,-25.640957305999105,-25.90030389792183,-17.897820961180173,-23.023776970292733,-26.008421769996698,-26.199488971141818,-26.56562616918644,-26.7543492558865,-27.53156665676942
105725.41+021426.6,1.435,-24.34796866506773,-24.713372194170457,-24.994578386762388,-25.152294394204436,-25.43859087584051,-20.508918576330146,-24.124115892306513,-25.854399780089746,-26.007245865083387,-26.28813076146437,-26.5647589666184,-27.49565590226779
105727.54+213722.9,0.887,-25.080284939086813,-25.202591479647133,-25.56402693208824,-25.678696204505336,-25.806691796599637,-24.01577604499273,-24.82111401497243,-25.8281029508656,-25.44807220330037,-25.64062487693315,-26.397959294114735,-27.23684922644417
105742.11+651814.4,0.523071,-23.006571432819296,-23.24357691735562,-23.588011148208036,-23.662021192577832,-23.85347349038171,-22.39556354961271,-22.69885436536018,-23.76405083488299,-24.147128966831133,-24.620509439229387,-25.063761890517643,-25.82656575822256
105759.90+422100.6,1.407744,-24.493616977228513,-24.697020251455406,-24.863570622052446,-24.985266102529245,-25.22085104705023,-22.56427220722928,-24.437255199828876,-25.725279368827767,-25.70267429400675,-25.940226208808433,-26.35966711941992,-27.116340293133764
105805.09+200341.0,1.275,-24.640657552889984,-24.75803393511046,-25.105488844730573,-25.204021839058843,-25.369510028771494,-22.54135017033052,-24.532214980222665,-25.44756845686344,-25.6145649704732,-26.145722889313507,-26.520316506324612,-27.330576103808724
105811.93-023724.0,2.378,-25.01964449757752,-25.029260679441112,-25.670661135199513,-25.769380006296387,-25.941275379831666,-21.2861865118927,-17.738228740835066,-26.12417842058835,-26.677287546926124,-27.25196546265431,-26.95711805820532,-27.654629019326443
105821.49+220450.6,1.645,-24.44340409370845,-24.885017278877022,-25.465737599458475,-25.676844099755264,-25.88414704708166,-21.533332026303434,-22.939426812494357,-26.396129699059074,-26.523915834027004,-26.388063129924035,-26.385370883140396,-26.96065661628642
105829.18+243437.0,0.90989,-24.616740829463033,-24.631737792077175,-24.87572118925732,-24.980880738473044,-25.1558405773259,-23.811036069991054,-24.437352596291394,-25.33485155094967,-25.44808655249065,-25.741352395402757,-26.487298593520613,-27.457174800621974
105829.60+013358.8,0.893,-23.396899401273007,-23.82540864650046,-24.48945437452331,-25.03300892028001,-25.433107974316332,-23.02849242428067,-23.926162238421846,-25.626510357062774,-26.221790918548134,-26.94049120143974,-28.83622673669005,-29.55635959603297
105834.37+313655.6,2.504,-24.2175174377083,-24.54002198314946,-25.299438344216497,-25.58280708895643,-25.977823764223658,-19.1602142623192,-21.110113509598857,-26.368064609400744,-27.01716184784422,-27.458965420193994,-27.449090076585566,-28.069067029109288
105835.88+634644.2,1.54,-24.705308355700733,-24.9524522854955,-25.338222147794237,-25.416799398775606,-25.639322438070845,-17.907180659305475,-23.34946800689253,-25.89776313579964,-25.978104009929886,-26.45233581530423,-26.423170570048548,-27.22761685847045
105840.26+031607.6,1.339854,-24.79153842681612,-24.83790993527108,-25.234194675749873,-25.407889969675633,-25.656952929057553,-22.57986015540006,-24.178977451041604,-25.916696395058636,-26.305135835993717,-26.0089963772039,-26.37331234384959,-27.140833700607768
105846.10+142506.6,1.719,-25.292293058272403,-25.443537780879364,-25.786433155980163,-25.900005912580436,-26.167259759996963,-20.684906195826887,-24.206364841107625,-26.582460746510897,-26.96572789806322,-26.825957373753045,-27.31163234579295,-28.312727525126082
105902.04+580848.6,2.248,-24.59750502171537,-25.07572481063828,-25.465603085914932,-25.742441750693096,-26.048114573589494,-18.476397658126924,-20.138707816922,-26.395160766088754,-26.862246783835594,-27.32388148636327,-27.115526732457628,-27.84969819330475
105910.89+051935.4,0.755829,-24.050718863901672,-24.266851595168642,-24.620131449329975,-24.748784797755878,-24.901848195398735,-23.5479006068482,-23.89898649668827,-25.203852750697237,-25.005886233921355,-26.026654207412996,-26.330661087516717,-27.225945332390665
105911.85+175424.3,0.5746,-23.155273955837547,-23.404341668067975,-23.780095177326253,-23.90490037959976,-24.082373320293378,-23.018764064516365,-23.14670963527887,-24.417014028161255,-24.88282644199239,-25.543390220622257,-26.006128770381615,-26.83104423290887
105920.71+001420.9,2.538,-24.514242997170772,-24.873893831575188,-25.53238019116499,-25.653798179290913,-25.96600424809652,-20.177059813243996,-19.557830522160028,-26.378609856088218,-27.06797359511607,-27.71851158353317,-27.270097092666354,-27.971025699666118
105927.52+251312.5,2.539,-25.19237003861348,-25.304875325984067,-25.695061136459223,-25.862678123245715,-26.1434092829922,-18.361311574389703,-20.49159164820569,-26.699273148009638,-26.730503337655577,-27.436247530785806,-27.258710814566715,-27.718021310384266
