SDSS_NAME,Z,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2
021337.89-042814.7,0.42,-21.4018493995033,-22.10246006812176,-22.565574372557176,-22.717273449697664,-22.997078761157134,-20.465063730310455,-21.60232986266366,-23.28110518253037,-24.029656184764388,-24.21296277829499,-25.26183826617186,-26.194344357650785
021346.98-025631.0,0.357378,-22.555842388968365,-22.708032911490143,-22.99476208697122,-23.07745727441209,-23.373183552227236,-22.913118357148143,-22.900147029206785,-23.57617336236988,-23.843379097095458,-24.17093771291436,-24.721894500919415,-25.39657983270509
021351.01-023950.0,1.367383,-24.310365710053787,-24.53665811203395,-24.847988353413257,-25.001141710585294,-25.270373907891422,-19.736326187936765,-24.243946316873277,-25.60758536821183,-25.47807041559774,-26.144059195612964,-26.67717053849049,-27.60431669341713
021354.86-035629.5,1.421,-24.509743096483493,-24.68388518694811,-24.950230687318896,-25.076362626900046,-25.299289129477955,-23.29984750048329,-24.467265506593083,-25.36768041155516,-25.918517745175375,-25.930112291187946,-26.67323126927019,-27.756605898593584
021408.07-035304.9,0.986,-24.918391259442856,-24.953574330708292,-25.179955090263096,-25.337743002483357,-25.628495987086808,-23.647479915801956,-24.642053369840216,-25.567340076676288,-25.77940195152956,-25.826096732632127,-26.564492137121846,-27.49472661958485
021435.69-030839.4,0.628225,-23.097957402202383,-23.262285105184844,-23.611125004436943,-23.628108418447077,-23.80494171823291,-23.048664324505708,-23.05164303299433,-23.967875024583527,-24.441165089049676,-25.077617968312993,-25.294060896145186,-26.157909911621516
021457.22-043011.5,2.635,-24.872942575920135,-24.7977280399517,-25.28255029968127,-25.37966538706923,-25.63378566968752,-18.12936150047441,-23.060892680715888,-26.1654826999312,-26.828881912809,-27.207481081483458,-26.640222547496833,-27.184852660600757
021541.11+030428.9,0.535068,-23.171096956128494,-23.44642139033603,-23.89090861864044,-24.021664225547347,-24.273499516767494,-22.743871985520663,-22.68497751255822,-24.292319465799526,-24.717377466355238,-25.055633853008253,-25.38699304099389,-26.155179583037008
021558.40-011136.0,0.840948,-24.21485413112542,-24.243616997900368,-24.555799377536133,-24.70090498647023,-24.841100941483976,-23.369102853905154,-23.993814559749687,-25.06565104838823,-25.22145746453729,-25.55480145201497,-26.64854597855621,-27.564687158332024
021606.12-002104.9,2.221,-24.31549941711829,-24.549481426424567,-24.993196767323003,-25.262012582311428,-25.545625321929798,-17.300254653476483,-18.229237110252004,-25.891362085257395,-26.40014482281648,-27.063810316869485,-26.668283800661385,-27.329514224331
021612.20-010518.9,1.49213,-24.809898612575527,-24.922647105471754,-25.311061133805076,-25.4649398462028,-25.695629544194254,-23.264445387142906,-24.715915913805468,-25.70457710005093,-26.097692313554894,-26.307735046242374,-26.53324480275413,-27.300963853752975
021631.70+034009.9,2.109,-23.87735097453477,-24.39208639458409,-24.978720365586717,-25.310342256591277,-25.668595369949223,-20.009330802722797,-18.979983386168477,-26.3855573924403,-26.77941827934338,-26.932438605968937,-26.92470739392721,-27.52452248883046
021640.73-044404.8,0.874,-25.617816722964303,-25.681352226183204,-25.973186042685935,-26.26007563152054,-26.436599811511282,-23.92684355020169,-24.8396751753877,-26.42800896628087,-26.378509700323956,-26.510796691647553,-26.999355292421242,-27.809527193254283
021647.53-011341.5,0.420218,-22.41888707936561,-22.636437354813435,-22.88232661245946,-22.966584234386215,-23.224548299488173,-22.80918416650863,-22.74752624033548,-23.248696973978436,-23.928470877022924,-24.197276032881668,-24.68901296204945,-25.542396588656956
021655.86-005229.0,0.278,-21.142260610996818,-21.329965825452543,-21.72341228461949,-21.916553233201725,-22.23203687387155,-20.839921834140156,-20.659566296654884,-22.45379055591773,-22.87844226231941,-23.469042846133593,-24.09872863045028,-24.613946337047068
021707.87-084743.5,0.291656,-22.604748367480237,-23.07872687193293,-23.493471390679765,-23.671538775234733,-23.558651768145687,-20.919319847413004,-21.998039183139568,-23.845969785111762,-24.128141008723556,-24.619211178111467,-24.956978641516585,-25.499291136772023
021715.25-033212.8,0.699795,-23.24940529494192,-23.678055893455795,-23.95168144221223,-24.150241838831853,-24.14415329585805,-23.357258152897817,-23.540334535633768,-24.403036057165536,-24.41124111890118,-25.039569755602102,-25.27248526752032,-26.189343761458975
021727.38+034347.6,0.815607,-23.649939413231213,-23.90738836745573,-24.35266903961166,-24.562077399284426,-24.707278515777492,-22.762225511670305,-23.342275542959964,-25.05148462710753,-25.14119066302592,-25.287366685371428,-25.94608838104314,-26.900578127489805
021808.24-045845.2,0.715,-23.7822726039079,-23.951373530787798,-24.18566596220788,-24.2594032383979,-24.270787110460752,-23.061456253487105,-23.47417396036816,-24.636696925279022,-24.826159246366405,-25.570835558908254,-26.151626287113643,-27.055227724468875
021830.59-045622.9,1.4,-24.617126485769095,-24.742042613831362,-25.103977666077586,-25.14340478084925,-25.387350203271744,-23.236461024561137,-24.47138247566715,-25.730978819467,-26.010950671585615,-26.246360966726797,-26.538895648553602,-27.63532920903481
021907.35-022715.2,1.183933,-23.743433280284428,-23.813186000552108,-24.133426348485244,-24.161501315598247,-24.319529641713554,-20.325109238095454,-23.14783424267445,-25.727846105384028,-25.996860507500195,-25.6669089718406,-25.22767635421383,-25.915999124156013
022012.23-034111.7,0.166,-21.06478224245002,-21.412851127627714,-21.948803481076926,-22.120316946255123,-22.109836113190717,-19.750182871579824,-20.273324109027897,-22.45325587290634,-23.08232486753664,-23.4323677268283,-23.9669602984155,-24.13345294054315
022039.48-030820.3,0.452,-22.373251927999622,-22.539128850534354,-23.073298500044924,-23.253201804001627,-23.41861004405299,-21.173318144467235,-21.73850687380311,-23.662911636415384,-24.05779563455205,-24.23011190474843,-24.67518435177244,-25.474737299603085
022100.74-012211.9,1.212203,-23.193662288877455,-23.767426006181413,-24.30744013757544,-24.68735408464215,-25.047120449967938,-18.37750250586075,-21.968346980677058,-25.720980197325684,-25.4085267061616,-26.086721641417327,-26.485806067198403,-27.410962608019727
022113.14+010102.9,0.353929,-21.423276459897874,-21.758912165816934,-22.26340861709442,-22.509801906961403,-22.799205255333764,-20.15157495982813,-20.8621843337504,-23.31498462534591,-23.612123692513155,-24.036527118837654,-24.099850535970855,-24.652492640310168
022133.83-054842.8,0.501,-22.73443790085138,-23.012404200684692,-23.359612016956174,-23.43560317676156,-23.602249350009505,-22.66443421971108,-22.705757792177526,-24.06792812439942,-24.262592871316663,-25.075368591183747,-25.505958014914878,-26.32374529779912
022232.65+032242.8,1.021167,-25.420122076656682,-25.589379239168537,-25.90660707815303,-26.068507082786546,-26.29161766803843,-17.235261545274298,-25.241098747857933,-26.57798615064946,-26.34945862940485,-26.58256218783556,-26.899182671154964,-27.55060406158668
022240.03+033906.6,1.077559,-23.736787657842395,-23.984533718996953,-24.447823635723537,-24.622169601793047,-24.635888295113386,-22.868066648211574,-24.16913663367322,-25.62943418294857,-26.32832752172967,-25.637701183239127,-25.738683966840167,-26.488706075114234
022246.46-004836.2,1.549,-25.115618847402867,-25.28007289061471,-25.572944750364336,-25.697514252398822,-26.019992247824508,-22.705758644051823,-24.77919564557244,-26.362918092128336,-26.63259151054634,-26.861389268633317,-27.152942351941306,-28.096560278692372
022253.26+033421.1,1.603886,-25.222080379120282,-25.399822641663935,-25.692815317931608,-25.820781736823605,-25.649382086511388,-16.73317722710019,-24.028400383102607,-26.223449123184228,-26.120325754091116,-26.363383990118955,-26.860219549344656,-27.888105599218502
022331.66-013142.7,0.480521,-22.698728756704593,-22.81048379399156,-23.134136002980295,-23.18312952950425,-23.35867382331188,-22.452482894648377,-22.544639513906503,-23.318559610676047,-24.036454562677633,-24.18797104436812,-24.90009349901311,-25.72624378740042
022413.71-032919.0,0.430222,-22.08283091720095,-22.427835676447252,-22.763524490647598,-22.910087686458983,-23.172216616452708,-22.00171908081676,-22.040133099267035,-23.379649579784793,-24.206909593020704,-24.406998272627675,-24.513764687656764,-25.440512658288686
022422.27-031054.6,1.225,-24.93980953399347,-25.056781094621904,-25.20290045846567,-25.346012445246362,-25.532145581334156,-24.128787626529995,-24.858010303308276,-25.582763139079113,-25.29480705790734,-26.080453580827605,-26.83020363013011,-27.76376817671796
022437.11-054511.2,0.477,-22.498314656371207,-22.63235048977326,-23.066259501918136,-23.08178853311365,-23.330201371830515,-22.457887177333134,-22.29824378809293,-23.421089146091038,-23.892647894487563,-24.017945095506445,-24.896378150763123,-25.659251747052494
022507.93-003532.9,0.685,-21.352977761310203,-22.077432395192524,-22.87286130861183,-23.164300742044606,-23.67409361319071,-21.946290009934874,-22.284294295761523,-24.42313157418407,-24.24203554854768,-25.062353867667323,-25.1231208825882,-25.788820008127594
022525.42-034223.1,1.33,-24.126499705248605,-24.219485270301877,-24.591435960348075,-24.636325437664393,-24.74623568608044,-19.981362185890067,-23.919647280003304,-25.521061478867352,-25.501771545790234,-25.791883452804385,-26.030330259308236,-26.85991733948666
022614.46+001529.8,0.615036,-24.202127275500082,-24.311933780541334,-24.75336385801483,-24.89064902497702,-25.051390074684033,-16.942344352286028,-17.813014066729547,-25.0820912883981,-25.139625573453355,-25.544006456583194,-26.095081527680094,-26.885981498386485
022633.47+030834.3,1.00144,-23.98734762606521,-24.17243449212722,-24.58046559157089,-24.75197895083267,-24.847564979502042,-20.87038268630628,-23.836876694744134,-25.317330237473506,-25.50333459356738,-25.819401450234817,-25.455448853624794,-26.004867324729943
022712.98-044636.4,0.981,-24.142939579268894,-24.25733484240874,-24.54505478258198,-24.757006767151392,-25.016299597297976,-23.335278652532217,-23.897984936065072,-25.042988613991966,-25.25004891927658,-25.607402643773906,-25.545746293444704,-26.218453668302104
022735.93-093530.1,1.445315,-24.216602723662664,-24.48349982493332,-24.889241835636817,-25.0565759542465,-25.27623844898846,-22.316122073304655,-23.80643656955108,-25.175206926165178,-26.29359116832679,-26.101080278944607,-26.1426133364996,-27.06705016182129
022740.55-040251.2,2.61,-24.77231484564537,-24.828452403668255,-25.36005172019974,-25.54094183537717,-25.667916910585205,-15.678199562372876,-18.157967488014485,-26.07003360488366,-26.594128377535593,-27.455945454400382,-26.604661903853653,-27.282070492996862
022823.19-041223.8,1.181,-24.924217222392357,-25.048862387010264,-25.393450830569172,-25.58686249336737,-25.849725258383664,-20.524124637016907,-24.917216166069032,-26.226998670821196,-26.25508205103641,-26.344495182752187,-26.985914823198417,-27.864725618825325
022828.19-040044.5,1.903,-24.885976027543794,-24.939962810924193,-25.25740072022873,-25.472844904482933,-25.723735364568263,-19.867041447916122,-23.790424095273032,-26.269010778378377,-26.481758342470258,-26.75547903506787,-26.542839496220274,-27.21396813573033
022841.08+003049.4,0.72,-23.52802988164401,-23.637455832780134,-23.865395532827545,-23.91958078983613,-24.119074662554993,-22.8491691190101,-23.22704155427724,-24.609854737268705,-24.791788044964093,-24.964031090101095,-25.587709622507095,-26.3334901919959
022844.09+000217.0,2.718,-23.6477788119577,-24.707959270331276,-25.271719106137592,-25.703048892329747,-26.188504166665844,-16.98633731485866,-17.30311419232025,-26.847856676807,-27.52072402295317,-28.0000133963048,-27.87898637468388,-28.54459755952905
022845.57-043350.4,1.865,-25.341447426590538,-25.726051752173216,-26.149880406994864,-26.296078128072125,-26.579002241753997,-22.964297773910474,-24.773202584646928,-26.975865698156458,-27.231002361948676,-27.262818343746336,-27.677653062263932,-28.52646246929998
022853.21-033737.1,2.066116,-25.528909978076154,-25.587143348111898,-25.992394553254808,-26.136727470283756,-26.30947185307276,-19.72586640939531,-24.139184332549654,-26.71693632179783,-26.837249315962197,-27.075405395169014,-27.333886922648762,-28.010294590523074
022900.21-043752.8,1.704,-24.83251393791235,-25.014566364396114,-25.54955921440585,-25.740495514736594,-25.992339694011296,-17.73582182217165,-23.97736434528289,-26.222106511104748,-26.44411759619575,-26.881910498440313,-27.23913976437613,-28.031431048428338
022928.40-051125.0,0.307,-20.923153726685282,-21.869299743690057,-22.672968108962447,-23.068073216271845,-23.196344749703023,-16.876364878785985,-19.81774519215652,-23.34902319002924,-24.047586475835264,-24.505709265557467,-25.235277312316356,-25.946899471722904
022935.13-055209.6,0.294,-22.829918124769296,-22.903887793809112,-23.143365479236905,-23.223391012396974,-23.557082847076025,-21.86088563394178,-22.39788766381592,-23.527881185691633,-23.97388153726254,-24.84561710323463,-25.442799645694567,-25.955728673952848
022948.11+041701.2,0.424414,-22.065125182694462,-22.25858421012427,-22.664295029878556,-22.68211325034312,-22.95569797345325,-22.325216465869467,-22.181819880335922,-22.971194832546225,-23.62382943963152,-23.85105974970907,-24.39394324878446,-25.104610030322302
022958.17+032032.1,1.433689,-24.01925357444558,-24.127947906156027,-24.34147587312876,-24.44777917809932,-24.726418943783855,-22.35065588552625,-24.20409558940419,-25.58175020634452,-25.79142992548344,-26.280646708988268,-25.935713366271106,-26.72633397997678
023004.07-044232.8,1.164,-24.25564191972574,-24.396551965625164,-24.690999270178978,-24.908303175027303,-25.105477082144226,-23.344416426676805,-24.18061152416147,-25.348468320167434,-25.45517833490172,-25.79478133871041,-26.53750056597627,-27.5823290074515
023016.88-000743.7,0.878,-23.10177184055258,-23.54364037025361,-23.871624310704146,-23.98797533228823,-24.173894946813814,-20.742471454398235,-22.608713823809957,-24.529886773757678,-24.828420885876316,-25.414203159002245,-25.52393902572937,-26.20874915277751
023031.33-024540.0,0.569291,-23.15336804207272,-23.262476341939315,-23.54559278763625,-23.51101760242571,-23.70787413071212,-22.99015178237644,-22.85246104135524,-23.73721842318611,-24.474725753469496,-24.966033600871942,-25.309298094291645,-26.079469397769554
023035.85+032800.6,0.833,-23.11626814786013,-23.55650044544896,-24.079609837765297,-24.230697740301043,-24.43391680900366,-21.5657401483661,-22.42814745074353,-24.95388835710181,-25.06378010240515,-25.629089530477728,-26.05563342153598,-26.906338329190614
023043.53+051029.3,1.728372,-24.416521697629612,-24.675972164157674,-24.981375643461394,-25.165372822308065,-25.36715636297994,-21.28822629800476,-22.965064121184362,-25.81898897682283,-24.685522563865867,-26.13276619075988,-26.28762145554087,-27.184312199070867
023050.06+005843.1,1.447,-24.248529949600464,-24.371683768515446,-24.71018472596543,-24.864037570134077,-25.134633726312686,-22.282101257059956,-23.904040995718002,-25.627141697665,-25.788040475018153,-26.024490279629152,-26.50830750716983,-27.535309138236748
023056.43+041600.3,1.543766,-24.78786040385887,-25.15352812424715,-25.77987942452381,-25.9301114483318,-26.141134566524816,-21.135736145848234,-24.037673393024125,-26.715450337770985,-27.016412794589773,-26.73241966241714,-27.199098951622094,-28.0487561172956
023057.39-010033.6,0.649,-23.165604344304327,-23.17066837493822,-23.41651013360786,-23.440172709184598,-23.562091736732548,-22.574164324595415,-22.93378331622689,-23.86428908905509,-24.240801961294252,-24.968542739561993,-25.279586001762272,-26.078229710215368
023129.50+263619.7,0.507271,-22.504591956635373,-22.648667637821152,-22.85551757933294,-22.9588521627283,-23.19839000059654,-22.091554721770056,-22.43322449854736,-23.50118078144789,-23.845018181680906,-24.30475340819646,-24.762795155165737,-25.455674262339894
023204.15+003301.6,0.926,-23.854382900040786,-24.023129397038684,-24.27102727620587,-24.35332371086527,-24.437462088754142,-20.88973340450491,-23.638972888397006,-24.598901002477458,-24.8067381017883,-25.20858627778855,-25.277141789533587,-25.99101819419741
023204.90-010511.5,0.733,-23.69503638910358,-23.72269126020204,-23.951961234142626,-23.95344373039634,-24.04388284604075,-23.184132186224016,-23.644466922258367,-23.771835546964578,-23.805303324620876,-25.0856064475112,-26.255175434613573,-27.10382102044109
023205.09+010640.3,1.268,-24.59296547720035,-24.938021244895335,-25.22858929421681,-25.341148323484056,-25.57128135753092,-21.908208910096526,-24.261611949471746,-26.055075012538076,-26.067964559459963,-26.25953196586706,-26.773506776327636,-27.73522862444936
023234.39-073103.6,0.697077,-23.830481458557095,-24.005589959749866,-24.374940868716816,-24.431603224732232,-24.596286479715648,-23.757837619321823,-23.784043579063795,-24.620443089278307,-24.383192769485486,-25.12366085459778,-25.810228429409936,-26.59017686965354
023245.85+042628.7,0.569187,-22.57686540002293,-22.801285999646595,-23.04108601734721,-23.072999280871635,-23.354193626806694,-21.681765745844153,-21.955985474983205,-23.6071010937203,-24.20680994018048,-24.387325254884015,-24.80955363719465,-25.477533075987267
023307.82-015311.5,2.404,-24.66205098410003,-24.763429475075114,-25.27489983122474,-25.4044155860063,-25.605572658286434,-20.987588941685527,-22.379416523706787,-25.81271339736078,-26.178225163294847,-26.825615525780016,-26.549486911159416,-27.35182619643222
023322.16-045506.8,0.78,-24.559065727468635,-24.746365203027967,-25.10631890450385,-25.121586478806233,-25.280925771486082,-22.167725202778573,-24.555415863159713,-25.386576598213416,-25.239414441563373,-25.32683148425815,-26.250033683037074,-27.104922732029507
023342.57-074325.8,0.454354,-22.93011839249814,-23.114065582668008,-23.270472116052193,-23.545926621670635,-23.71978609430401,-23.401861008858084,-23.322000482614097,-23.54485573702018,-23.54019640128702,-24.30174878508708,-24.97000561675805,-25.805986711961605
023348.84-054513.2,0.231,-20.54117471057961,-20.831197122411883,-21.259064627065666,-21.39915123352959,-21.50709423100286,-20.737313212271797,-20.58650947419535,-20.544394743957874,-22.264640825940862,-23.05907684462065,-23.176287259233266,-23.635270220673466
023357.72+033443.9,2.43,-24.83711046817843,-24.865839032797425,-25.229961686960316,-25.36095973543642,-25.53569094927491,-20.76135572813117,-22.40678665933521,-25.779368414630607,-26.129886854907767,-26.904229660333957,-26.53151470779194,-27.20781508851361
023418.41+042322.7,0.669495,-23.62656991507923,-23.901604426228683,-24.213783391579792,-24.3408824502912,-24.445423944815253,-22.426988174070065,-23.028645239211663,-24.33137471241793,-24.733385027914032,-25.186514644839207,-25.856979748354075,-26.636946680780895
023450.82-021711.8,0.661158,-23.28856885317776,-23.575072649310087,-23.845362794134207,-24.02708950143646,-24.181229600221364,-22.7631499242951,-23.11276443678123,-24.267237335790586,-24.658333282053523,-25.05566146435525,-25.64734913328733,-26.459459059536606
023507.34-040205.3,1.442073,-25.923257157584125,-26.004575902665202,-26.41863651289252,-26.606053300093805,-26.823140341219883,-24.748484676486882,-26.041364741894625,-27.366834763562476,-27.676598000027358,-27.552566346720265,-27.834000911573572,-28.761640212681876
023508.51+030457.1,2.304053,-23.74036436866683,-24.09847711660175,-24.967304158870924,-25.311977640326976,-25.62923518300371,-20.45466024227658,-20.42783740345192,-26.48787915220574,-26.66931919084872,-27.006813707986183,-27.069878811070982,-27.81292538424821
023519.45-034714.5,0.378064,-22.842801200872792,-22.96897883246255,-23.16233627847503,-23.305721869576047,-23.613578677728015,-22.7654163467167,-23.00561581004566,-23.73648966882706,-24.322539403916597,-24.826915706753297,-25.319889612354054,-26.150098769119186
023521.86-083229.3,1.238,-25.651141393263934,-25.750974600707593,-25.960195394821376,-26.081687689940754,-26.33401299104103,-22.73708336156434,-25.53479278068574,-26.329569785219142,-26.263058277502765,-26.590021563307992,-27.19024242225611,-28.066978029714242
023527.75+042530.6,0.299345,-21.941635377218372,-22.230275714327774,-22.613590834430067,-22.72447227547444,-23.210856274893064,-21.562578823832165,-21.33929519776146,-23.130497363045638,-23.217734272206265,-23.954012721675404,-24.536672747696976,-25.154932219639697
023606.24-084257.2,0.894,-24.498741894519174,-24.622075512301983,-24.89601273211571,-24.98876984776863,-25.149021120040437,-21.14034092652113,-24.317540217636147,-25.178386975402915,-25.385579107278332,-25.615718900786636,-26.596736451233305,-27.54459576691735
023647.47+014128.6,1.392795,-23.723032129398177,-23.72778102831692,-24.401286876938915,-24.526420788061355,-24.786752765377067,-19.96807103069879,-23.53096109320381,-25.064746477931937,-25.76259043320307,-25.82843591089437,-25.732516472491007,-26.47373139540369
023739.82+042047.1,0.900763,-22.941603604863637,-23.169871437980362,-23.59951189309608,-23.714306806457053,-24.01205839568084,-22.448808951024805,-23.254256459943406,-24.73589737454042,-24.791301235854228,-25.21418591698098,-25.23773759862333,-26.167947021976868
024014.70-033136.1,0.363587,-23.416363077346173,-23.507007053606532,-23.75639241983307,-23.761649757595247,-24.136306413749725,-23.399025738736405,-23.516656353237614,-23.8307578211231,-24.019912937117425,-24.568103172106355,-25.40990876435217,-26.040794008239946
024045.79-045053.4,0.574439,-23.874127856092137,-23.990114182400593,-24.237080071455008,-24.278032093164523,-24.489884306487852,-23.517596689114868,-23.617234998277333,-24.383745259209103,-24.906032391538705,-25.400382067094565,-25.656786760018864,-26.425294361773474
024131.89-053139.6,0.837934,-24.121223043963408,-24.286590488482894,-24.651926072067173,-24.872581254555197,-25.068220450514495,-23.40402290612014,-23.884796805342024,-25.313513172337775,-25.369798933856895,-25.422895237102377,-26.386534570070936,-27.310065303821997
024217.03-063143.7,0.482,-22.223754788293938,-22.54322406344493,-22.996385922857236,-23.245484827057844,-23.553045397320282,-20.898284516184333,-21.376930813467997,-23.393034791456405,-24.381583034275543,-24.70127200620793,-25.081223882978474,-25.940465893521942
024250.85-075914.2,0.377782,-23.534949688675717,-23.721630320621134,-24.027474736949586,-24.051394611532576,-24.26269321968962,-23.11655409317617,-23.203274477855327,-24.24249807780317,-24.635852739588895,-25.183806297950994,-25.463193778476285,-26.26166604734772
024546.10-085842.0,0.148382,-20.999607209516046,-21.263245878427835,-21.601626881370223,-21.754710120578906,-21.781673191385263,-20.337841176321277,-20.483888606504486,-21.97606447604727,-22.40806595418615,-22.62206963343555,-23.25162517100132,-23.56389353397211
024552.99-081219.5,2.788,-24.34671292943143,-24.65157708653247,-25.12490364802051,-25.316087860191114,-25.549688138383097,-21.25648645825689,-22.23208111966344,-26.276598316254734,-26.62215376238334,-27.412798246362858,-26.814096922450478,-27.443864956726415
024609.68-070654.2,1.047728,-23.933921761117617,-24.033131843884057,-24.300689853551283,-24.278803820226706,-24.424894986427496,-23.084773640265453,-24.09706225891026,-25.279746250965527,-25.047908555988815,-25.511971095341924,-25.905288593908736,-26.865763965519353
024651.91-005930.9,0.467945,-23.90559097376317,-24.18354343783274,-24.62932169543058,-24.66084768264113,-24.862046263250903,-23.65032366000724,-23.63538446205423,-24.837624581204683,-25.13977624972833,-25.539027490571733,-26.03949881709383,-26.919492059034063
024706.65+002318.1,0.363,-20.475625196735606,-21.48840023667024,-22.379888297005152,-22.674494331737662,-23.11233983860524,-15.494765631652536,-16.983920876546385,-23.323618953460233,-23.49971468611994,-24.034521126819968,-24.23594221113831,-24.92314939044082
024743.25-071902.1,0.352438,-23.50581958193839,-23.64390857624799,-23.819232243150037,-23.857588223298134,-24.11647519915502,-23.45819320747526,-23.56326225193933,-23.885485614271158,-24.284951195410397,-24.957573179318096,-25.387484633384357,-26.100251070560404
024932.40-085050.5,1.195215,-24.476924051287426,-24.554270693403403,-24.888554002891183,-25.126392280695626,-25.426227296981004,-20.03884886008599,-23.649401808447518,-25.665862537764937,-25.580799021882967,-25.89347849544224,-26.738657744450556,-27.76980800995544
025007.03+002525.3,0.197511,-21.612880593976012,-21.762590886049686,-22.052938275589963,-22.287591447558732,-22.242254944777294,-20.964513890253613,-21.284468658370244,-22.665360279068725,-22.972475903245986,-23.406456579679592,-23.895479606969207,-24.355625223710952
025011.98-044228.9,1.795828,-24.71793593089076,-25.09562992657694,-25.528752349986352,-25.70276444617699,-26.023127145542237,-17.307820696019895,-23.188359131753323,-26.135640298706203,-26.62086388730793,-26.969908002990998,-26.988115498392283,-27.909252620957943
025030.78-000801.8,1.461,-24.541326570146985,-24.700616834582934,-24.975897043202487,-25.102885466343185,-25.384317541307304,-17.82493355085213,-18.52945237233814,-25.911184562590645,-26.0090478829552,-26.11144976802317,-26.795265162500808,-27.790134254852674
025038.68-004739.1,1.848334,-24.569491137900194,-24.896588903241973,-25.21727766708812,-25.276281379685727,-25.516061075512493,-20.273474363257826,-22.694037517729914,-26.08087380395978,-25.49714120821979,-26.482811380995056,-26.468367614609406,-27.28359692902555
025148.14-085648.2,0.955352,-24.54531790648471,-24.651159995070042,-25.0660445962277,-25.216616745967162,-25.326447791391146,-23.807998520047786,-24.638474212747642,-25.2441749021804,-25.44227385492136,-25.569218374532372,-26.702963716794347,-27.624088794249516
025156.30+005706.5,0.471145,-22.249042378638983,-22.44493916828986,-22.780312625766015,-22.948854606237603,-23.23916432859445,-21.454087925269764,-21.783892507559226,-23.495213246617006,-24.10550273103793,-24.580418995719597,-25.090194685299412,-25.80656970349785
025221.02+000559.2,0.80979,-24.604858355963646,-24.876301272306222,-25.261029921369317,-25.326929188445025,-25.521875494109025,-23.440400622180388,-24.288307588671348,-25.774882282587026,-25.61752467287319,-26.040383261343088,-26.47621201919813,-27.319027225096278
025231.19+034112.7,0.267,-22.17663291589418,-22.296808934061097,-22.615751886334664,-22.76114247777408,-23.00985554455705,-21.929190120042737,-22.221826070246237,-22.677909594609172,-23.1342740276348,-23.513503977723584,-24.471888354373043,-25.092799940454974
025240.44-043834.4,0.965614,-25.1036003357024,-25.177678739843692,-25.408580710032638,-25.564641618767777,-25.741434107741156,-19.84708030872949,-24.937186408811424,-25.6604863264747,-25.519799240599113,-26.21010275770913,-27.066378813373436,-27.958742247723194
025340.94+001110.0,1.684,-24.48243727150876,-24.758999774957474,-25.157280875908892,-25.370920122087348,-25.61987303397343,-21.186233765946515,-23.51571233061621,-26.033775510342927,-26.271044335082276,-26.357114376276094,-26.677247524940515,-27.330464964998747
025405.09-043716.2,0.923572,-23.66246254543031,-23.745250585086765,-24.2055990758,-24.317210774650434,-24.517374341265075,-20.25096068694632,-23.269549243236444,-24.951744876680497,-24.842639513652006,-25.514168611770597,-25.671398167800444,-26.45482020526807
025432.52-004220.0,0.433497,-22.601154313865297,-22.948501799462473,-23.30666143697346,-23.467003156596714,-23.89589804288798,-21.24918154196924,-21.49073705460462,-23.741149103146412,-24.26919032453553,-24.707957319958233,-25.05549087140511,-26.104151970458613
025508.23-081846.1,0.625869,-23.68131186295149,-23.746257819762608,-24.105279725584708,-24.287436575030362,-24.49108084756341,-23.3548439772069,-23.291546061071845,-24.338024216499576,-24.333213027224176,-24.722391027033446,-25.45902443488264,-26.322350121200024
025603.18+050326.3,0.58917,-22.28816093162281,-22.96793022128044,-23.71891215753222,-24.00633984275848,-24.283030083157666,-20.5630679394567,-20.717118785755883,-24.031395471244572,-24.365591112296833,-24.78106786584319,-25.66108372366209,-26.572886974571343
025616.52-012638.1,0.879445,-25.204763783409582,-25.271581968315,-25.47533236870556,-25.490377657039634,-25.570781563426042,-22.4331117854835,-25.065495694665806,-25.771986479731915,-25.961916651421063,-26.205711564149546,-27.126494889050413,-28.06780772638065
025625.62-011911.6,2.503054,-24.183038625237828,-24.481486772697913,-25.009732406153617,-25.193832918761785,-25.5181699192368,-17.1783257003636,-17.259413000801498,-26.236553359060704,-27.08184709736038,-26.9046458612377,-26.5033567136163,-26.881327026110238
025644.69+001246.0,2.263,-25.29275950529885,-25.36304148561771,-25.8084651519858,-25.85383890734902,-26.073095086765814,-21.55610374003007,-23.1726756551496,-26.549793808678903,-26.46393673875629,-26.38732110931444,-26.67988822165714,-27.596887057145395
025714.76-052751.7,1.777219,-24.468615197389116,-24.78718057339897,-25.04357133769325,-25.142390222634813,-25.416211661287996,-12.88888495023262,-22.61036053830212,-26.07817585795585,-26.64952357791783,-26.52209417271272,-26.266570991223055,-27.08176583131704
025910.38-002239.7,0.360462,-22.29792225342055,-22.521298652273547,-22.887564121351904,-22.96127841952433,-23.279097022636886,-22.055299892784987,-22.231748949289955,-23.42410728887977,-23.958635915405733,-24.376920500235475,-24.736196461384633,-25.353231235157693
025937.46+003736.3,0.535312,-24.87751235696759,-24.972266619255556,-25.291637035900024,-25.340610104428634,-25.468891794414656,-24.834356923888443,-24.616215596484754,-25.474704424583404,-25.891205707589155,-26.43683136230306,-27.308468321378385,-28.270661480916456
