SDSS_NAME,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2,community,u_g,g_r,r_i,i_z,FUV_NUV,j_h,h_k,W1_W2,opt_mir
155124.09+162750.8,-24.344723440622005,-24.879928308059803,-25.315074901728824,-25.47595047582984,-25.7677474406695,-21.20779727110324,-23.6531516487935,-26.26499299998889,-26.145861445030835,-26.518135008107997,-26.657504978495112,-27.559731803517742,2,0.5352048674377983,0.4351465936690211,0.16087557410101638,0.29179696483965856,2.4453543776902613,-0.11913155495805583,0.37227356307716164,0.9022268250226304,1.1815545026652714
155249.50+402802.7,-23.582873477046512,-23.832502587780024,-24.2092986338534,-24.206384655857583,-24.36617567381265,-23.12404504494485,-23.5274936451293,-25.233549435331124,-24.82538278190224,-25.115221475755817,-25.082613297104626,-25.94370861766171,2,0.2496291107335118,0.3767960460733768,-0.002913977995817163,0.15979101795506523,0.4034486001844506,-0.4081666534288857,0.28983869385357863,0.8610953205570837,0.8762286412470424
155304.40+240255.1,-23.893859654969813,-24.040669124588742,-24.404850594872585,-24.56070018598941,-24.807132209225827,-23.26533363519398,-23.86370584067456,-25.10397477683601,-25.14768216792269,-25.843464935209354,-26.12155136524283,-27.06415611124797,2,0.1468094696189297,0.3641814702838424,0.1558495911168265,0.2464320232364159,0.5983722054805796,0.043707391086677205,0.6957827672866657,0.9426047460051414,1.5608511792534188
155304.92+354828.6,-25.10927473285975,-25.325356250122827,-25.724502050298867,-25.90395945823889,-26.061753828190863,-15.812752838452424,-17.960160442014995,-26.25943092364943,-26.439989280316947,-26.660095050930547,-27.41367488070168,-28.27357072104377,2,0.21608151726307767,0.39914580017603996,0.17945740794002418,0.15779436995197216,2.1474076035625718,0.18055835666751818,0.22010577061359982,0.8598958403420909,1.50971542246279
155330.66+281622.8,-24.565272646630227,-24.74545733673825,-25.07155114104886,-25.17954209770696,-25.35736668975925,-23.233859866426627,-24.32928198419327,-25.61746391691583,-25.478338998254376,-25.80209006450301,-26.5920472165672,-27.45822623440028,2,0.18018469010802463,0.3260938043106094,0.10799095665809944,0.17782459205228918,1.095422117766642,-0.13912491866145515,0.3237510662486329,0.8661790178330797,1.4125051188602384
155412.48+144533.0,-24.26531826551276,-24.430915310872845,-24.791180889858573,-24.94812097072661,-25.069487227334918,-21.214523365589127,-23.687179493747525,-25.349354411903253,-25.6125494589536,-26.065613154854663,-26.648459667808847,-27.662172261815307,2,0.16559704536008368,0.36026557898572875,0.15694008086803635,0.12136625660830802,2.4726561281583983,0.26319504705034547,0.453063695901065,1.01371259400646,1.7003386970822376
155436.25+320408.3,-24.84950809511248,-25.01855707632785,-25.36004202478101,-25.54026984169101,-25.797304183676143,-23.351166066930844,-24.854835692297293,-25.9521953624395,-25.99599878894717,-26.48261003426492,-27.19579597952188,-28.07485495908607,2,0.1690489812153686,0.3414849484531608,0.18022781691000134,0.25703434198513264,1.5036696253664488,0.043803426507668775,0.48661124531775,0.8790589795641921,1.6555261378308685
155449.11+084204.8,-24.363355193527163,-24.62819059569297,-25.03600394059028,-25.189417776815784,-25.30533101102588,-23.01083906991505,-23.734544894550275,-25.44037471514357,-25.625589615070894,-25.990863646319,-26.628533641769277,-27.49242428994776,2,0.2648354021658079,0.4078133448973098,0.15341383622550353,0.11591323421009747,0.7237058246352248,0.18521489992732398,0.36527403124810576,0.8638906481784829,1.439115864953493
155557.06-003608.4,-24.13137911483228,-24.33182827552201,-24.71290527751397,-24.839856537979056,-24.931199120377805,-23.488813183175125,-24.218663638052835,-25.16338043007124,-24.953881816525477,-25.527263694804468,-26.25756755169047,-27.224493172131695,2,0.20044916068972896,0.38107700199195804,0.12695126046508776,0.09134258239874882,0.7298504548777096,-0.2094986135457617,0.5733818782789903,0.9669256204412235,1.4177110137114148
155805.55+120441.5,-24.803704779304752,-25.25623992345257,-25.624736821678518,-25.837810171054244,-26.09063849968745,-22.801432321867463,-24.75541130984806,-26.192279622326463,-26.31238008747631,-26.78530900737175,-27.350625635190397,-28.30988178331597,2,0.4525351441478165,0.3684968982259491,0.2130733493757262,0.2528283286332069,1.953978987980598,0.12010046514984651,0.47292891989544117,0.9592561481255721,1.5128154641361533
155823.13+100119.8,-24.601946272475377,-24.77047893543477,-25.12250535288208,-25.297792624992127,-25.46938172209911,-22.30889351128419,-24.38783749807314,-25.80640844497837,-25.88852489223187,-26.296252835834792,-26.615414956604926,-27.4932004669178,2,0.16853266295939306,0.3520264174473091,0.17528727211004735,0.17158909710698467,2.07894398678895,0.08211644725350098,0.4077279436029215,0.8777855103128722,1.3176223316127995
155846.98+043802.5,-25.62978844521388,-25.841825994909897,-26.141763672630688,-26.29835320474253,-26.58376179990563,-21.964859864942,-25.41348544081566,-26.820673235170474,-26.719125930753933,-27.107988677419748,-27.72966098708913,-28.67130130569735,2,0.21203754969601718,0.2999376777207914,0.15658953211184112,0.28540859516310135,3.4486255758736597,-0.1015473044165418,0.388862746665815,0.9416403186082221,1.4313077823466003
155854.35+132731.0,-24.00238977325512,-24.290300373887973,-24.49598195591453,-24.543334468998207,-24.74597183382701,-19.26095564898593,-17.999477751484857,-25.200843261802515,-23.744093859672777,-25.03900250500186,-25.793565748896828,-26.53175947147632,2,0.287910600632852,0.20568158202655695,0.04735251308367694,0.2026373648288029,-1.2614778975010736,-1.4567494021297378,1.294908645329084,0.7381937225794921,1.250231279898621
155948.43+411520.6,-24.665601908020506,-24.87144047371325,-25.243247312159657,-25.40133903200853,-25.6622518367442,-23.290686118376097,-24.6268909838994,-25.85578845125668,-25.845351072875463,-26.007459722951747,-26.620434341598788,-27.476691886510565,2,0.20583856569274417,0.37180683844640683,0.1580917198488727,0.26091280473567124,1.3362048655233032,-0.010437378381215723,0.16210865007628428,0.8562575449117773,1.2190953095902586
160011.50+562819.6,-24.77501176678034,-25.05256149896809,-25.35433612744452,-25.55112543680313,-25.801747169758254,-19.13048297162612,-22.377925705025756,-26.058016698886817,-26.169365058648285,-26.58061652497343,-26.72719060593964,-27.596988105838047,2,0.27754973218774737,0.30177462847643,0.1967893093586106,0.2506217329551248,3.2474427333996374,0.11134835976146817,0.41125146632514387,0.8697974998984073,1.1760651691365105
160056.97+180630.9,-24.018329616907472,-24.26751555406823,-24.577352015897095,-24.585387582713032,-24.74508080403093,-22.7954257311482,-23.84139551729401,-25.20140509750609,-24.942648119908338,-25.693147639228886,-26.242333857173804,-26.95679711161962,2,0.24918593716075677,0.3098364618288656,0.008035566815937756,0.1596932213178981,1.045969786145811,-0.25875697759775207,0.7504995193205488,0.714463254445814,1.656946274460772
160102.04+152023.1,-25.156484038695805,-25.52064129346716,-25.883083584959444,-26.127590277732928,-26.452330857432155,-20.94586861310395,-23.50869973291132,-26.665837516413145,-26.68011178531717,-27.038249871426498,-27.813718440081256,-28.73871778543525,2,0.3641572547713565,0.36244229149228246,0.24450669277348425,0.32474057969922754,2.5628311198073703,0.014274268904024723,0.35813808610932796,0.9249993453539922,1.6861281623483286
160129.90+415435.5,-24.285370147399096,-24.382107676090524,-24.62619756019791,-24.609872270292183,-24.656982707153023,-22.847039737869807,-23.68307804020376,-25.22007026166931,-25.23121468050914,-25.650364001100943,-25.94176466691618,-26.902443851076768,2,0.0967375286914276,0.2440898841073853,-0.016325289905726237,0.04711043686084082,0.8360383023339537,0.011144418839830195,0.4191493205918029,0.9606791841605897,1.3318923966239957
160148.48+565819.2,-24.44104761543851,-24.78778294461255,-25.214629390088287,-25.321704614860085,-25.58431794628232,-21.983552055835386,-24.27678752107119,-25.94485991880265,-25.96271148016829,-26.23412011739201,-26.57635950575818,-27.502561976376345,2,0.3467353291740416,0.4268464454757357,0.10707522477179765,0.26261333142223364,2.293235465235803,0.017851561365642254,0.27140863722371833,0.9262024706181649,1.2546548908980952
160226.89+274141.9,-24.118637831471776,-24.29723621243265,-24.644188994782574,-24.73627050078119,-24.855924892662333,-22.821144988330484,-23.731493721929255,-25.449683129055117,-24.689083671928906,-25.526236922177134,-25.85522895450265,-26.716457292154622,2,0.17859838096087444,0.34695278234992344,0.09208150599861398,0.11965439188114502,0.9103487335987701,-0.7605994571262116,0.8371532502482282,0.8612283376519727,1.1189584537214614
160228.93+134040.6,-23.3170299731371,-23.641803908835893,-23.98937216941362,-24.119499416436337,-24.31238662998997,-22.94954109792649,-23.37313538397629,-24.91241731597493,-24.92939715462158,-25.30362663379475,-25.612384946473792,-26.451411292700502,2,0.32477393569879354,0.3475682605777273,0.13012724702271683,0.19288721355363236,0.42359428604979854,0.016979838646648204,0.3742294791731702,0.83902634622671,1.492885530037455
160402.72+043139.5,-24.62644929693377,-24.85691411887878,-25.24151062846356,-25.42321545537684,-25.62083379320463,-23.77005065348173,-24.61836288009128,-25.81965602862681,-25.889895280657576,-26.39068941329265,-27.227554957214107,-28.179206027831867,2,0.2304648219450094,0.3845965095847781,0.1817048269132826,0.19761833782778737,0.8483122266095506,0.07023925203076686,0.5007941326350753,0.9516510706177606,1.8043395018372657
160500.55+353949.5,-25.13267844416317,-25.382848007286874,-25.77638360859716,-25.88533602846508,-26.0218422035877,-22.534009333713332,-24.74833396433965,-26.181964860731995,-25.86331603645281,-26.38593052667838,-27.19669037945454,-28.03830468897485,2,0.25016956312370553,0.39353560131028686,0.10895241986791859,0.1365061751226193,2.2143246306263187,-0.3186488242791832,0.5226144902255676,0.8416143095203097,1.3113543509894612
160512.96+370610.8,-24.86491686384712,-24.94562021059891,-25.22621457291864,-25.41427577291039,-25.63884251990174,-21.54435603791932,-24.89178575070112,-25.803090489446863,-25.60952353711075,-26.2388714207956,-26.80049966217736,-27.727634968329006,2,0.0807033467517897,0.2805943623197287,0.18806119999175053,0.22456674699134993,3.3474297127818,-0.19356695233611276,0.6293478836848507,0.9271353061516479,1.3862238892669687
160513.61+115528.4,-24.12136054498311,-24.315204457225025,-24.685499031836883,-24.848942024584527,-25.06318873420854,-22.89924831709927,-24.28436049727216,-25.35951132599148,-25.65983407998501,-26.02220837745115,-26.401254650646862,-27.35165198911337,2,0.19384391224191688,0.370294574611858,0.16344299274764396,0.21424670962401393,1.3851121801728894,0.30032275399353026,0.3623742974661397,0.9503973384665088,1.552312626062335
160527.53+372801.8,-24.13875314022842,-24.3277447495581,-24.717127449535862,-24.807335337598435,-24.93989201096183,-23.97783279618136,-24.281130471699324,-25.282132062907795,-25.029593252620828,-25.56528057802219,-26.03006535722573,-26.847792567309497,2,0.18899160932967973,0.3893826999777623,0.0902078880625723,0.13255667336339627,0.30329767551796394,-0.2525388102869677,0.5356873254013621,0.8177272100837669,1.2227300196272957
160536.73+081329.4,-24.29917973982792,-24.402166130819964,-24.78213054606584,-24.863231287862643,-25.05968843547681,-21.83313269635789,-23.814970299353305,-25.272314085155397,-25.369914621840817,-26.099695566121884,-26.47270102627273,-27.42626887776462,2,0.10298639099204365,0.3799644152458761,0.08110074179680282,0.19645714761416855,1.981837602995416,0.09760053668541957,0.7297809442810674,0.9535678514918899,1.6094697384100876
160623.56+540555.7,-24.19441466175144,-24.382513430147668,-24.67718269706553,-24.794172209030616,-24.903570230023025,-23.270836376742608,-23.963529355458085,-25.292767240841364,-25.225719799130584,-25.66253528751904,-26.103680813019583,-26.87917541507616,2,0.18809876839622675,0.294669266917861,0.11698951196508744,0.10939802099240836,0.6926929787154776,-0.06704744171078048,0.43681548838845785,0.7754946020565754,1.3095086039889665
160714.26+492332.5,-24.056993208213303,-24.31302698204126,-24.604657329258615,-24.68029114738293,-24.89155315761088,-21.105482253720265,-24.314879770924485,-25.341858718320285,-25.37391436287453,-25.8764610963837,-25.997230541154423,-26.663661346343986,2,0.25603377382795856,0.29163034721735315,0.07563381812431658,0.21126201022794788,3.20939751720422,0.03205564455424437,0.5025467335091705,0.6664308051895631,1.3169393937714915
160744.82+184648.3,-25.53084111514113,-25.652118773322616,-26.008976459352912,-26.156459913331386,-26.432603628268318,-23.081658055036453,-25.100644327380472,-26.70183681018928,-26.620447099566228,-27.211336854876404,-28.07578966892126,-29.003903557964588,2,0.12127765818148717,0.35685768603029544,0.14748345397847373,0.2761437149369321,2.0189862723440193,-0.08138971062305345,0.590889755310176,0.9281138890433276,1.9193297555898745
160807.87+344902.9,-24.292276723643624,-24.44772357916863,-24.76177551514248,-24.957311267708437,-25.21541380129116,-22.887603969051938,-23.96053793377476,-25.431087315564767,-25.55719103443318,-26.093850654538297,-26.67575337479164,-27.73806495477375,2,0.1554468555250068,0.3140519359738505,0.1955357525659558,0.25810253358272206,1.0729339647228215,0.1261037188684142,0.5366596201051159,1.0623115799821115,1.7184421070832023
160822.52+415852.7,-24.57422751012345,-24.66976439047317,-24.93676637315004,-24.973304062394547,-25.083624837817744,-23.949807487643596,-24.24116373777116,-25.18958574455887,-25.05206079727453,-25.41607243308279,-26.60921866228372,-27.48498205111817,2,0.09553688034971941,0.26700198267687014,0.03653768924450773,0.1103207754231974,0.2913562501275635,-0.13752494728433717,0.36401163580825724,0.87576338883445,1.6359145998891726
160839.09+354226.5,-24.966975394034407,-24.958607648326144,-25.265707082453662,-25.443854094739542,-25.47725213794515,-20.71488086194134,-24.630387301003204,-25.36262200842389,-25.28733643454806,-25.913123922835226,-26.79989080954774,-27.71242671444685,2,-0.00836774570826293,0.30709943412751883,0.17814701228587992,0.03339804320560802,3.915506439061865,-0.07528557387583135,0.6257874882871661,0.9125359048991086,1.356036714808198
160843.00+032957.3,-24.844828615728016,-25.095421373931483,-25.33863446501195,-25.45022658589377,-25.722294202227303,-23.30153212301377,-25.00121757330065,-25.582061266553183,-25.64067286430052,-26.16222420973461,-27.05635166782992,-27.99187902698015,2,0.25059275820346727,0.24321309108046663,0.11159212088182002,0.2720676163335334,1.6996854502868786,0.05861159774733693,0.5215513454340908,0.9355273591502318,1.606125081936149
160847.72+402801.8,-24.226802874182702,-24.726561218583758,-25.16711176819309,-25.299476290911084,-25.54832341244267,-22.25848032967521,-22.79637444039755,-26.03320605784464,-26.143925659205077,-26.79892653346828,-26.7684277230045,-27.76227501051061,2,0.49975834440105515,0.44055054960933404,0.13236452271799237,0.24884712153158617,0.5378941107223412,0.11071960136043657,0.6550008742632016,0.9938472875061102,1.4689514320934158
160855.43+435259.2,-24.69381852401515,-24.827848775649684,-25.175165922772862,-25.28307585751461,-25.47638196144337,-22.18546490839694,-24.80772679296871,-25.90673899581103,-25.840010957346657,-26.229500293649476,-26.946563047914868,-27.928560605778884,2,0.13403025163453464,0.34731714712317796,0.10790993474174826,0.1933061039287587,2.6222618845717705,-0.06672803846437247,0.38948933630281957,0.9819975578640161,1.6634871904002573
160918.93+082416.4,-23.939992724364306,-24.096258626651004,-24.39900371834372,-24.38720327656862,-24.535495808457807,-23.092909871305498,-23.47775762975908,-24.67445861928088,-23.34692497417164,-24.84626159452537,-25.317824966856204,-25.96464702459005,2,0.15626590228669812,0.30274509169271724,-0.011800441775100978,0.14829253188918656,0.38484775845358143,-1.3275336451092414,1.4993366203537306,0.6468220577338464,0.9306216902875839
160926.47+491935.8,-24.70928470854604,-24.86420002644686,-25.21686151798471,-25.309230930984263,-25.503822481197872,-23.92288238061605,-24.852382701400916,-25.777052261769388,-25.6818029233498,-25.977333327160864,-26.619925159095843,-27.46752369527936,2,0.15491531790081936,0.35266149153785165,0.09236941299955248,0.19459155021360885,0.929500320784868,-0.09524933841958827,0.295530403811064,0.8475985361835185,1.3106942281115792
161020.47+355247.2,-24.316737247731563,-24.48213604661416,-24.79641364806525,-24.930782312788963,-25.16081603987606,-23.79078563115405,-24.37795030862206,-25.390337379434232,-25.290933983493503,-25.762466524566296,-26.860377047869505,-27.728713475999008,2,0.16539879888259534,0.3142776014510922,0.13436866472371278,0.2300337270870969,0.5871646774680102,-0.09940339594072967,0.4715325410727935,0.8683364281295027,1.929594735080542
161033.12+202420.1,-23.73805924045736,-24.023942266893147,-24.417645745518204,-24.54070502391496,-24.682379111081787,-23.756430968691195,-23.63878653493718,-24.88628607154857,-24.69735490872894,-25.087693200359556,-25.34231804331484,-26.18781942917408,2,0.285883026435787,0.3937034786250564,0.1230592783967559,0.14167408716682672,-0.11764443375401612,-0.18893116281963174,0.3903382916306164,0.8455013858592402,0.8016130193998805
161136.57+152054.5,-25.656695215016388,-25.80820342382448,-26.145327185490952,-26.288723001050226,-26.530892846743495,-24.419900979398005,-25.61304572953048,-26.741103923369398,-26.75281542554844,-27.020848317461464,-27.780734672769743,-28.67949302771514,2,0.15150820880809235,0.3371237616664722,0.1433958155592734,0.24216984569326883,1.1931447501324755,0.011711502179043265,0.26803289191302326,0.8987583549453966,1.492011671719517
161148.64+281853.6,-24.514450279175986,-24.68033551678441,-24.93975861910708,-25.092929874612462,-25.267371153966355,-23.71617522573484,-24.74651298468422,-25.40496222889357,-25.52128208328288,-26.078341783685968,-26.83912384832032,-27.8044579287014,2,0.16588523760842477,0.2594231023226712,0.1531712555053808,0.17444127935389275,1.0303377589493792,0.11631985438931025,0.5570597004030873,0.9653340803810799,1.7461939737078573
161239.75+200622.2,-24.14851814306771,-24.409635976316693,-24.759539000228884,-24.86485706257464,-25.069259433385877,-23.733561599528667,-24.075400248746952,-25.30836528190324,-25.23000389364598,-25.765059545898666,-26.289060139955343,-27.19348751668213,2,0.2611178332489814,0.34990302391219075,0.10531806234575569,0.2044023708112377,0.34183864921828544,-0.07836138825726024,0.5350556522526873,0.9044273767267867,1.424203077380703
161250.29+282005.8,-24.15194479172779,-24.30702361298917,-24.67951338174561,-24.896402707801805,-25.220482821665342,-22.22245335429307,-23.5372837604376,-25.322882747958214,-25.483305966491155,-26.19428619565001,-26.67033428265248,-27.598614583178016,2,0.15507882126138028,0.37248976875644146,0.2168893260561937,0.32408011386353763,1.3148304061445302,0.16042321853294084,0.7109802291588565,0.928280300525536,1.7739315748506748
161251.20+300934.2,-24.318630966778223,-24.50862404254971,-24.815243460580625,-25.00865891165058,-25.27230211184433,-23.33321191180271,-24.212535674827365,-25.530230033953437,-25.17571538793145,-25.75350015600344,-26.544409854036005,-27.365986185925863,2,0.18999307577148628,0.3066194180309161,0.1934154510699564,0.2636432001937479,0.8793237630246544,-0.3545146460219861,0.5777847680719894,0.8215763318898581,1.5357509423854232
161301.96+245417.1,-24.813621436243523,-24.79897209928756,-25.25817527844153,-25.386768733840604,-25.56802575944389,-19.12574703551675,-22.133073949499888,-26.364253341069617,-26.38249560051724,-27.56057823954627,-26.47516686121159,-27.28546686878349,2,-0.014649336955962156,0.45920317915397035,0.12859345539907352,0.18125702560328705,3.007326913983139,0.01824225944762503,1.1780826390290287,0.8103000075719002,1.0883981273709864
161450.51+093312.3,-24.169208810435297,-24.401838111540123,-24.86733783042981,-25.11088453780212,-25.283562532399248,-22.072294734886917,-23.691852928226627,-25.623073282851703,-25.48894586001103,-26.284262789074138,-26.74490434996937,-27.65272816087966,2,0.23262930110482571,0.46549971888968855,0.24354670737231032,0.17267799459712663,1.61955819333971,-0.13412742284067392,0.7953169290631088,0.9078238109102905,1.6340198121672493
161555.66+062319.0,-24.42103939782217,-24.7854514963918,-25.13439308758868,-25.293944975146903,-25.527320327737304,-22.40001578390352,-24.24858291064463,-26.00343986255244,-25.810775444664134,-26.0387049418952,-26.59529176000297,-27.345142847282247,2,0.3644120985696304,0.34894159119687984,0.15955188755822292,0.2333753525904001,1.8485671267411092,-0.1926644178883059,0.2279294972310666,0.7498510872792785,1.3013467848560651
161606.94+124724.6,-24.61787411567633,-24.771032638300618,-25.076919950230995,-25.26016453287394,-25.57162559136728,-23.387234903429643,-24.261917400539687,-25.649780705896667,-25.64450075489596,-26.077562162039595,-26.997865156918,-27.88355741467822,2,0.1531585226242882,0.3058873119303769,0.18324458264294563,0.3114610584933395,0.8746824971100438,-0.005279951000705552,0.43306140714363295,0.8856922577602191,1.7377006240440593
161644.68+554638.8,-24.132583654796843,-24.139998075054592,-24.472130303319823,-24.628917239549143,-24.69976209165032,-22.49104379425703,-23.762612887048025,-25.189062148613505,-25.12439747263115,-25.48659740652625,-26.02614313781689,-26.98610494822031,2,0.007414420257749299,0.33213222826523037,0.15678693622932016,0.07084485210117819,1.271569092790994,-0.06466467598235681,0.3621999338951021,0.9599618104034171,1.3972258982677488
161815.84+304705.8,-24.195350399517285,-24.365715778415808,-24.7917624390902,-25.011359185299646,-25.10925069605899,-23.68193804405475,-23.943838863391605,-25.21050682374915,-25.38135696677976,-25.847577474796378,-26.24662185065109,-27.036082007986888,2,0.17036537889852355,0.4260466606743911,0.21959674620944725,0.09789151075934299,0.26190081933685505,0.1708501430306093,0.46622050801661885,0.7894601573357996,1.235262665351442
161817.59+330900.8,-25.531969015744984,-25.69158192271308,-26.00325012809791,-26.19218435412271,-26.45898410583015,-22.58876899380833,-24.78364316820645,-26.258171020490124,-26.40042443263402,-26.84674730877862,-27.453904792654203,-28.386506549463785,2,0.15961290696809627,0.3116682053848301,0.1889342260247986,0.26679975170744186,2.1948741743981195,0.1422534121438943,0.44632287614460253,0.9326017568095821,1.2617204385314942
161832.72+581228.5,-23.71615665424197,-23.941359696701223,-24.229609500207847,-24.359902967114817,-24.680943648770796,-22.94860239826925,-23.75278135071161,-25.24208946782613,-25.216674417553737,-25.341233225295,-26.29579376656846,-27.137836635064808,2,0.2252030424592526,0.28824980350662344,0.13029346690696997,0.32104068165597965,0.8041789524423599,-0.025415050272393103,0.12455880774126271,0.8420428684963497,1.9358907994536416
161924.11+260907.2,-24.241647948902795,-24.346218874813456,-24.7669297390609,-24.85864854638052,-25.145410597500412,-24.064909624663287,-23.738242159866108,-25.062684777639227,-24.98820771899464,-25.38782231592852,-25.889489537196518,-26.82682549789353,2,0.10457092591066086,0.4207108642474431,0.09171880731961934,0.2867620511198936,-0.326667464797179,-0.07447705864458598,0.3996145969338798,0.9373359606970126,1.0308409908159994
161946.86+381328.8,-25.123923472189524,-25.22706395356275,-25.45026380929365,-25.617633840878867,-25.91299735183795,-24.299006849844268,-25.299396848200963,-26.004222756769447,-26.01181198377824,-26.587678040061547,-27.158499833798167,-28.120368090218875,2,0.10314048137322729,0.22319985573089696,0.16737003158521802,0.29536351095908486,1.0003899983566953,0.007589227008793387,0.5758660562833064,0.9618682564207077,1.5408659929193007
162044.78+125629.8,-24.467937633488635,-24.763963558469044,-25.10720670720297,-25.25593327419909,-25.460267177119697,-21.977473469023508,-24.5922046887155,-25.86703168004882,-25.795750095449964,-26.393323790114263,-26.817608950510948,-27.70707153927289,2,0.2960259249804089,0.3432431487339258,0.14872656699612108,0.20433390292060594,2.6147312196919934,-0.07128158459885725,0.5975736946642982,0.8894625887619405,1.5616756763118573
162318.89+402258.6,-24.000587376318077,-24.26630979882066,-24.604994472397365,-24.71750234989531,-24.91764082161198,-21.778735933949022,-23.42159092696411,-25.280812960523622,-25.406750331798857,-25.85714612311981,-26.180037374897804,-26.85982646669338,2,0.26572242250258427,0.3386846735767044,0.11250787749794355,0.2001384717166701,1.6428549930150886,0.12593737127523497,0.450395791320954,0.6797890917955769,1.462535025002495
162443.96+480806.9,-26.030870758734235,-26.24559226277761,-26.572680057570714,-26.686593941927104,-26.922713478590268,-23.64484233695767,-25.051387205017807,-27.262902074081744,-27.484901216872156,-27.74151015903712,-27.97970420796849,-28.931862511850603,2,0.21472150404337498,0.3270877947931048,0.11391388435638916,0.2361195366631641,1.4065448680601378,0.22199914279041266,0.2566089421649629,0.9521583038821149,1.293110266041385
162452.51+564731.2,-23.95313506683304,-24.212126613596705,-24.487422637776067,-24.68219326103968,-24.997269022518683,-23.09105595963267,-23.80206137473507,-25.029478194577276,-25.13123696453304,-25.64365284004021,-25.52367328826852,-26.33899326976072,2,0.2589915467636672,0.2752960241793616,0.1947706232636115,0.3150757614790045,0.7110054151024023,0.10175876995576516,0.5124158755071697,0.8153199814922019,0.8414800272288403
162506.63+084309.1,-23.79015642957094,-24.109578418531523,-24.44631384480437,-24.64316980566539,-24.919858454482664,-23.08749002004034,-23.46820278019692,-25.05599818531834,-25.36624531245214,-25.992290334680668,-25.79243626241725,-26.62611614092189,2,0.3194219889605847,0.3367354262728455,0.19685596086102208,0.27668864881727373,0.38071276015657673,0.310247127133799,0.6260450222285279,0.8336798785046398,1.1492664567518602
162656.66+370215.4,-24.927374198093148,-25.02366724010739,-25.293579609117725,-25.45627824171866,-25.659327662419027,-22.789990976759302,-24.925977705133644,-25.39605486579948,-25.619934553856996,-26.13799335480736,-26.662814385233936,-27.48577331900161,2,0.09629304201424205,0.2699123690103349,0.16269863260093587,0.20304942070036702,2.1359867283743412,0.22387968805751512,0.5180588009503637,0.8229589337676728,1.206536143515276
162723.39+145603.4,-24.248150940611428,-24.305464384106838,-24.636672630526235,-24.74326239775798,-24.98085371744817,-22.23328480351288,-23.91378024951314,-25.248374577565816,-25.50134181439908,-25.84643445615824,-26.493763204608644,-27.51845319145952,2,0.0573134434954099,0.33120824641939706,0.10658976723174618,0.2375913196901891,1.6804954460002612,0.25296723683326405,0.3450926417591589,1.024689986850877,1.7505008068506633
162844.91+000653.7,-24.09975244293083,-24.28752686919706,-24.6855029383705,-24.90149928692749,-25.103724096516263,-22.882030414031025,-23.82307331361779,-25.594392379135368,-25.316991949412675,-26.07104510821837,-26.602472649810345,-27.566578810574672,2,0.18777442626623042,0.39797606917344197,0.21599634855698824,0.20222480958877398,0.9410428995867655,-0.2774004297226931,0.7540531588056965,0.9641061607643273,1.7009733628828556
162845.13+184859.2,-23.640023491528304,-23.69225039276199,-23.929360762954733,-23.972499414048468,-23.98321501516825,-23.139344662803374,-23.38476052053712,-24.620197281946904,-24.47585124037778,-25.53881388109319,-26.0160885932738,-26.840706935606278,2,0.052226901233687784,0.23711037019274173,0.04313865109373438,0.010715601119780871,0.24541585773374663,-0.14434604156912556,1.062962640715412,0.824618342332478,2.0435891792253322
162850.39+562929.1,-23.145311066356932,-23.43711061429475,-23.7745848880469,-23.869762847051103,-24.14079667574894,-21.99038105359045,-22.62609270383936,-24.09707671960559,-24.32583718589389,-24.58435131493817,-24.75631236423315,-25.44542050165385,2,0.29179954793781704,0.3374742737521501,0.09517795900420367,0.27103382869783843,0.6357116502489113,0.22876046628829982,0.2585141290442827,0.6891081374206998,0.886549517182047
162853.90+412322.4,-22.971911446335582,-23.25388082889458,-23.69673660720085,-23.82840695546698,-24.243329533001265,-22.398524405016712,-22.315016036023955,-24.469752539155216,-24.33457780225062,-24.36226621385381,-24.874455582810054,-25.85814107857239,2,0.28196938255899795,0.44285577830627076,0.13167034826613033,0.4149225775342842,-0.08350836899275649,-0.13517473690459525,0.027688411603190133,0.9836854957623373,1.0460486273430725
163038.91+301733.3,-24.45342651377489,-24.58258719279244,-24.95845406793822,-25.11454088502231,-25.26015227647678,-22.36007060527053,-24.27669756114913,-25.459830760638585,-25.54944253628536,-25.944048299426484,-26.37076634321108,-27.21100224168516,2,0.12916067901755213,0.3758668751457783,0.15608681708409122,0.14561139145446944,1.916626955878602,0.08961177564677314,0.3946057631411257,0.8402358984740808,1.2562254581887693
163107.05+341433.1,-24.55440661429011,-24.692226259918968,-24.981553515593458,-25.05507833197967,-25.224352641246394,-22.66334833462374,-24.468408128421885,-25.255124791934687,-25.372615167487456,-25.585913589147737,-26.401347849687976,-27.33717618468273,2,0.13781964562885918,0.2893272556744897,0.073524816386211,0.1692743092667257,1.8050597937981436,0.11749037555276942,0.21329842166028,0.9358283349947527,1.3462695177083077
163108.20+561227.4,-24.418995578725035,-24.522095976611546,-24.932386640937352,-25.245207593194465,-25.443498782439335,-23.747722429140957,-24.22544093473148,-25.84998935088892,-25.947869265591816,-26.44939005738622,-26.805130124129764,-27.73829716446443,2,0.10310039788651082,0.41029066432580663,0.3128209522571126,0.19829118924486977,0.47771850559052353,0.09787991470289725,0.5015207917944053,0.9331670403346664,1.5599225309352995
